tenure,MonthlyCharges,TotalCharges,Gender,SeniorCitizen,Partner,Dependents,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,Churn
54,45.4703815047892,3238.5850947735107,Female,1,No,No,No,No,Month-to-month,Yes,Credit card,1
67,98.69654908839937,1891.8097942087209,Male,1,No,Yes,No,DSL,Month-to-month,No,Credit card,1
51,63.966487040266124,6554.214517294404,Female,0,No,No,Yes,Fiber optic,Month-to-month,No,Mailed check,1
8,72.65771420322949,2710.5729198069002,Male,1,Yes,No,No,DSL,Month-to-month,Yes,Bank transfer,1
34,61.28160022094693,6623.294125139368,Female,0,No,No,Yes,DSL,Two year,No,Credit card,0
35,22.389994264300512,22.772747779336154,Female,1,Yes,No,No,DSL,Month-to-month,Yes,Electronic check,0
32,34.5749779820156,2475.012455508483,Male,0,Yes,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer,0
46,62.554163874189086,1942.9807406045559,Male,0,Yes,Yes,Yes,No,Month-to-month,No,Credit card,1
16,38.91854654079278,1882.334676049653,Female,0,Yes,No,No,No,Two year,Yes,Bank transfer,0
68,22.997902865967873,562.2655989679232,Female,0,Yes,No,No,Fiber optic,One year,No,Mailed check,0
37,102.36496640518237,1511.6259264166247,Male,0,No,No,No,Fiber optic,Two year,No,Credit card,0
54,116.11925291641158,4452.396666827018,Female,1,Yes,Yes,No,DSL,Two year,No,Electronic check,0
14,97.31428739967394,2343.6440833908764,Male,0,No,No,No,No,Month-to-month,Yes,Electronic check,1
55,103.3784921704667,3349.645152551259,Male,1,Yes,No,Yes,Fiber optic,Two year,No,Mailed check,0
48,42.19771303170454,3026.151438931259,Female,0,Yes,Yes,Yes,No,Two year,Yes,Mailed check,0
7,114.06269755131997,7009.473111349159,Male,0,No,No,Yes,DSL,Month-to-month,Yes,Mailed check,1
7,37.69257044534284,7244.096610101935,Male,1,Yes,No,No,Fiber optic,One year,No,Mailed check,0
33,113.14298103618323,3952.782547757075,Male,0,Yes,Yes,No,No,One year,No,Mailed check,0
23,117.4819293965951,2653.3047954191543,Female,0,No,No,Yes,No,One year,Yes,Credit card,0
19,89.17228057460487,870.4832193468666,Male,0,No,No,Yes,DSL,Two year,No,Credit card,0
19,116.1143731791822,7628.061783227882,Female,0,Yes,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer,1
36,74.95397795671036,498.73147419417427,Female,1,Yes,No,Yes,No,One year,No,Mailed check,0
29,43.954178317609035,2393.8445155500144,Female,0,Yes,Yes,No,DSL,One year,Yes,Electronic check,0
60,61.699588566562085,2397.164417738973,Male,0,No,No,Yes,No,One year,No,Electronic check,0
2,77.35609353787859,2575.443065971195,Male,1,Yes,No,No,DSL,One year,Yes,Mailed check,0
1,25.308156202701497,1329.3375830003708,Female,1,No,No,Yes,No,Month-to-month,Yes,Mailed check,1
47,80.2343264617246,6269.194541632951,Female,0,No,No,No,No,One year,No,Mailed check,0
69,116.11778367622945,995.7779342125259,Male,0,Yes,No,No,DSL,Two year,No,Mailed check,0
20,37.01076497837276,5085.824953360546,Female,1,No,Yes,No,Fiber optic,Two year,Yes,Mailed check,0
11,97.25951162883833,1006.5389851658349,Female,0,Yes,No,No,DSL,Month-to-month,Yes,Electronic check,1
2,108.78987937796194,581.0154592669793,Male,1,Yes,No,Yes,Fiber optic,One year,No,Bank transfer,1
67,112.37015928202209,7277.0662984206665,Female,0,No,Yes,Yes,No,One year,Yes,Mailed check,0
12,114.01356044054472,1535.6078127559088,Male,1,No,Yes,Yes,No,Two year,No,Mailed check,0
20,70.14596387214719,6573.218733695559,Male,1,No,No,No,DSL,Month-to-month,Yes,Mailed check,0
5,115.73079079915037,4365.243613177158,Female,1,No,Yes,Yes,DSL,Two year,No,Credit card,1
37,93.73102071344388,639.4507395171989,Male,0,No,No,Yes,Fiber optic,Month-to-month,Yes,Electronic check,1
38,34.16714362369619,7644.387464058655,Male,0,No,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,0
9,65.69001064679699,1989.244034929286,Male,0,Yes,Yes,No,Fiber optic,Month-to-month,No,Bank transfer,1
53,89.8331175372004,6879.689146604505,Female,0,Yes,No,No,DSL,Two year,Yes,Credit card,0
44,42.73403158190833,1365.4414661723913,Female,1,Yes,Yes,No,No,Month-to-month,No,Credit card,1
24,82.06151835488873,6834.172085256269,Female,1,No,No,Yes,DSL,Two year,Yes,Credit card,0
30,84.66004790466192,123.59238461005658,Male,1,No,Yes,Yes,No,Two year,Yes,Bank transfer,0
59,34.26997438085659,4103.031604337595,Male,0,No,Yes,Yes,DSL,One year,Yes,Bank transfer,0
14,74.50853124527563,6159.690668942866,Female,0,Yes,Yes,No,DSL,Two year,Yes,Bank transfer,0
9,95.16269109786077,7479.537820627396,Female,0,Yes,No,Yes,Fiber optic,Two year,No,Credit card,0
40,67.8895664535942,7275.25145120018,Male,1,No,No,No,No,One year,Yes,Electronic check,0
66,19.210311677610743,6560.245708729301,Female,0,No,Yes,No,DSL,One year,Yes,Credit card,0
25,18.903846907929218,7107.543352996529,Female,0,No,No,No,DSL,One year,Yes,Bank transfer,0
22,53.702934397001215,1608.1715323515446,Female,1,No,No,No,No,Month-to-month,No,Credit card,0
4,110.6194068431782,2286.359048371019,Female,1,Yes,No,Yes,DSL,Month-to-month,Yes,Mailed check,1
26,40.86767796036088,2324.546765919889,Female,0,Yes,Yes,Yes,No,One year,No,Credit card,0
58,81.43636888716871,3027.64447725556,Male,1,Yes,No,No,Fiber optic,Month-to-month,No,Credit card,1
29,40.20758706933206,3157.485591014576,Female,0,No,Yes,Yes,Fiber optic,One year,Yes,Electronic check,0
37,50.16699896595486,4364.640601393619,Female,1,Yes,Yes,No,No,Month-to-month,No,Electronic check,0
70,102.8042089601484,1294.1602711909352,Male,1,No,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,0
18,90.88614422699469,5535.530870339767,Male,1,No,Yes,Yes,No,Month-to-month,No,Mailed check,1
42,27.539927731321065,1355.5161167285708,Male,0,No,Yes,No,DSL,Month-to-month,No,Electronic check,0
41,60.87020209864336,2494.8823041584983,Male,0,Yes,No,No,DSL,Two year,Yes,Mailed check,0
38,20.916976364526448,4035.7008324983217,Female,0,Yes,No,No,No,One year,No,Bank transfer,0
34,66.0890146603009,6375.188562080396,Female,1,No,Yes,No,DSL,Month-to-month,Yes,Electronic check,0
17,84.24340117010681,5920.443419711521,Female,1,Yes,No,Yes,Fiber optic,Month-to-month,No,Credit card,1
37,29.850262359815154,5170.6552328687885,Female,1,No,No,No,DSL,Two year,Yes,Credit card,0
25,46.888493890916564,1261.3821659509183,Male,1,No,No,Yes,DSL,Two year,Yes,Mailed check,0
27,57.783662550215695,4384.515948703542,Male,0,No,No,No,No,Two year,Yes,Electronic check,0
57,109.95310246560497,715.9979773666856,Female,0,Yes,No,Yes,Fiber optic,Two year,Yes,Credit card,0
31,117.32550154229641,3030.1128771908666,Female,0,Yes,No,No,DSL,One year,No,Bank transfer,0
6,22.491129899561585,3318.688944774454,Female,1,No,No,Yes,DSL,Month-to-month,Yes,Electronic check,1
40,94.1007923495392,335.774909656007,Female,1,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,1
12,55.17240664023432,2204.973009969315,Male,0,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,0
53,57.245818622948,7645.9940477211185,Female,1,Yes,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,1
71,93.42649733470228,7629.895475696581,Male,0,Yes,No,No,DSL,One year,No,Mailed check,0
10,109.84264321454087,2830.2745470437685,Male,1,No,No,No,No,Month-to-month,Yes,Credit card,1
45,113.09285945025483,362.02506962552263,Male,1,Yes,Yes,No,No,One year,No,Bank transfer,0
17,75.71225860383208,1447.5358057175451,Male,0,No,No,Yes,No,One year,Yes,Electronic check,0
26,53.71211593005028,3148.682427186517,Female,0,No,No,Yes,Fiber optic,Two year,Yes,Bank transfer,0
62,96.75490858587793,7583.177549190392,Female,1,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,0
46,43.100138326230024,1145.05092515381,Female,0,No,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,0
64,74.40740288335178,6112.38346415967,Female,0,No,Yes,Yes,Fiber optic,One year,Yes,Mailed check,0
2,53.85784615248732,885.5040292887921,Male,1,Yes,No,Yes,DSL,Two year,Yes,Credit card,0
54,83.66310737078761,7850.397982737171,Male,1,No,No,No,DSL,One year,No,Mailed check,0
65,42.03989128935069,3064.062895889115,Male,1,No,No,No,Fiber optic,Two year,No,Mailed check,0
51,37.159294573482576,6205.9220894922655,Female,0,Yes,Yes,Yes,DSL,One year,Yes,Credit card,0
53,109.8239086675437,2752.5620229984543,Male,1,Yes,Yes,No,DSL,Month-to-month,Yes,Credit card,1
36,28.180368294953688,5028.052977481611,Male,1,Yes,No,No,No,Month-to-month,Yes,Credit card,1
26,68.59579077349316,1550.6723883949733,Male,1,Yes,Yes,No,DSL,One year,No,Credit card,0
29,40.08527829630089,1183.539776028355,Male,1,Yes,Yes,No,Fiber optic,Two year,Yes,Bank transfer,0
21,21.892996332566746,7505.627962032824,Female,1,No,No,Yes,DSL,Two year,No,Bank transfer,0
11,21.601881829142638,7342.660572233188,Male,0,No,Yes,Yes,No,Month-to-month,No,Credit card,1
40,35.52217721058273,7101.777080779227,Male,1,Yes,Yes,Yes,Fiber optic,Month-to-month,No,Credit card,0
11,104.67703545060003,5010.209799229749,Female,1,Yes,Yes,Yes,DSL,Month-to-month,No,Electronic check,1
36,46.24787439770267,6469.596861928333,Female,0,No,No,Yes,Fiber optic,Two year,No,Electronic check,0
59,113.04591705752958,569.0528304265946,Female,1,Yes,No,No,DSL,Two year,Yes,Electronic check,0
39,76.16222929891936,2690.286132371401,Male,1,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,0
54,61.66141897687661,2521.978341811621,Male,0,No,No,Yes,DSL,One year,No,Bank transfer,0
55,76.00888346694546,5091.720959825759,Male,1,No,No,No,Fiber optic,Two year,Yes,Bank transfer,0
24,69.66983852262678,2859.2549478426527,Male,0,No,No,No,Fiber optic,Month-to-month,Yes,Electronic check,0
22,93.87762537573252,1203.38113107986,Female,1,Yes,Yes,No,Fiber optic,One year,No,Electronic check,0
69,46.24960659728522,4779.000195950906,Male,0,No,No,Yes,DSL,Two year,Yes,Bank transfer,0
56,53.30503916003024,6518.412454780609,Male,0,Yes,Yes,No,DSL,One year,Yes,Mailed check,0
33,107.40943025332507,3068.109732779506,Female,1,No,Yes,No,DSL,One year,Yes,Electronic check,0
36,112.64565131504055,1073.768883916081,Female,0,Yes,No,No,No,Two year,No,Credit card,0
20,107.25582274864745,1587.9651909509537,Female,0,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,1
62,59.94479939573136,1913.591741862023,Male,1,Yes,No,No,No,One year,Yes,Bank transfer,0
26,96.03655030068816,2411.7825872823882,Male,1,No,No,No,Fiber optic,Month-to-month,Yes,Bank transfer,1
66,65.63357333010988,5148.790252781359,Male,0,No,Yes,Yes,Fiber optic,Two year,No,Electronic check,0
40,67.75398521461022,4814.746857580073,Male,1,No,Yes,No,Fiber optic,One year,No,Electronic check,0
17,38.46801090572839,5574.109455028107,Male,0,Yes,No,Yes,Fiber optic,One year,Yes,Credit card,0
1,77.11303032585164,2911.490840530538,Female,0,No,No,Yes,Fiber optic,One year,No,Credit card,0
61,36.613589775334795,6595.149257305987,Female,1,No,No,No,DSL,One year,No,Mailed check,0
43,51.15646990671938,1647.0277113452785,Male,1,Yes,No,Yes,Fiber optic,One year,Yes,Mailed check,0
42,103.50302016199352,3761.883246689905,Male,0,Yes,Yes,No,DSL,Two year,Yes,Credit card,0
25,38.70758092108552,6411.0928753436965,Male,1,No,Yes,No,No,One year,No,Mailed check,0
39,25.11582851734328,1456.0263262017668,Male,1,No,Yes,No,No,Two year,No,Mailed check,0
35,24.900759261281628,894.9273738789295,Male,0,No,No,No,No,Month-to-month,No,Electronic check,1
3,112.07845205031079,7071.565430085534,Female,0,Yes,Yes,Yes,No,Two year,Yes,Credit card,1
44,68.69204379618347,2755.2645681439017,Female,0,No,Yes,No,No,One year,Yes,Electronic check,0
51,58.941207181701834,5476.651337023894,Female,0,Yes,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,0
12,99.08785810079185,220.33255923475693,Male,0,Yes,Yes,No,Fiber optic,Two year,Yes,Mailed check,0
19,101.5825927910516,5525.954263284227,Male,0,No,No,Yes,Fiber optic,Two year,No,Electronic check,0
44,51.21910331156046,2541.1206687679187,Female,1,No,Yes,Yes,No,Two year,Yes,Bank transfer,0
59,87.36180574737952,462.92349333495997,Female,0,Yes,Yes,No,No,One year,Yes,Mailed check,0
49,95.11228158518865,4885.52546267707,Male,1,Yes,Yes,Yes,DSL,One year,No,Bank transfer,0
61,83.46506868659546,1940.096059896069,Female,1,No,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,0
17,33.159507480009935,3105.4954060581063,Female,0,No,No,No,No,Two year,No,Electronic check,0
57,105.5883083517057,661.1960436709514,Male,1,No,No,No,No,Month-to-month,Yes,Mailed check,1
55,71.90945527360087,1192.6570702398535,Female,0,Yes,Yes,No,No,One year,No,Bank transfer,0
47,46.24724263700037,2396.4542937278247,Female,1,Yes,No,No,DSL,One year,No,Mailed check,0
12,60.52281854376939,734.4603334711743,Female,0,No,No,No,No,Month-to-month,No,Bank transfer,1
62,21.75710903989074,7288.215244726168,Male,0,Yes,No,Yes,DSL,Two year,Yes,Credit card,0
8,30.786680122241755,66.26749869451572,Female,0,Yes,No,No,DSL,Two year,No,Electronic check,0
21,94.55467505158609,3880.172266974934,Female,0,No,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer,1
70,18.001163475536615,1001.7612108140256,Female,1,Yes,No,No,No,Two year,Yes,Credit card,0
25,59.65658284822922,2473.8944922129854,Male,1,No,No,No,DSL,Two year,Yes,Electronic check,0
12,70.25101810855884,7409.807406469396,Male,1,No,Yes,No,No,Month-to-month,Yes,Credit card,0
15,23.46344200009723,1308.6459242329631,Female,1,Yes,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,0
59,115.30781629723329,7727.2735759917305,Male,1,Yes,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,1
26,40.61253312496719,1660.650717129564,Female,0,No,Yes,Yes,DSL,Two year,No,Credit card,0
26,48.41987196362808,5937.180677782234,Male,0,Yes,No,No,Fiber optic,Month-to-month,No,Bank transfer,1
47,48.39425122550273,4381.577928410342,Male,0,No,Yes,No,Fiber optic,Two year,Yes,Credit card,0
32,41.04166621173499,7077.909203677332,Female,0,Yes,No,No,Fiber optic,One year,Yes,Electronic check,0
10,18.147382208631143,4439.9741654259915,Female,0,Yes,No,Yes,No,One year,Yes,Electronic check,0
16,90.93447940879963,4284.851687305656,Female,1,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,1
71,114.68454997992853,1578.145758940568,Male,0,No,Yes,No,DSL,Two year,Yes,Bank transfer,0
17,40.4293483285045,1344.8427678963399,Female,0,Yes,No,No,DSL,Two year,No,Credit card,0
23,84.30471918034225,7333.416404204035,Male,1,No,No,No,Fiber optic,Two year,No,Credit card,0
26,92.18963269587151,2634.804503220972,Male,1,No,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer,1
7,102.84253790905247,2987.960559113835,Female,0,No,Yes,No,DSL,Two year,Yes,Electronic check,1
14,60.262919701360914,6082.912441575396,Male,0,Yes,Yes,No,Fiber optic,Two year,No,Mailed check,0
7,48.29309056404293,2722.4890366988484,Female,1,No,No,Yes,DSL,Two year,Yes,Electronic check,0
9,50.52951340230311,7617.36244907252,Male,0,No,No,No,No,One year,Yes,Mailed check,0
48,89.26213330985128,5908.139452148424,Female,0,Yes,Yes,No,Fiber optic,Two year,Yes,Electronic check,0
59,99.6779466505636,4786.680214221038,Male,0,No,No,No,Fiber optic,One year,No,Bank transfer,0
39,36.161396775660265,7049.305171468214,Male,1,No,Yes,Yes,Fiber optic,Two year,No,Mailed check,0
18,55.09410081577652,413.95436044557135,Female,0,Yes,No,Yes,No,Two year,Yes,Bank transfer,0
59,108.19401967491501,2069.874409054264,Male,0,No,No,No,No,Two year,No,Mailed check,0
17,98.66935196947392,3729.9200197513032,Female,1,Yes,Yes,Yes,Fiber optic,One year,No,Credit card,0
14,116.48584027624759,1829.7427020616808,Male,1,No,Yes,No,DSL,Two year,Yes,Mailed check,0
31,93.42482596820807,5955.851205045777,Male,1,No,Yes,No,No,Month-to-month,No,Mailed check,1
24,57.319520102792225,7355.1185038708345,Male,0,Yes,No,Yes,Fiber optic,Two year,No,Mailed check,0
60,77.06378339946377,3400.5330972886304,Female,1,No,No,No,Fiber optic,One year,No,Credit card,0
45,84.10142542473203,2748.9024140931456,Female,0,No,Yes,Yes,No,One year,No,Bank transfer,0
3,25.845581631712395,7693.097943922054,Female,1,No,No,Yes,DSL,Month-to-month,No,Credit card,1
37,72.44969591038651,3568.812118829431,Female,0,Yes,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,0
43,88.93208284726096,3921.5843323861786,Female,1,Yes,No,No,DSL,Month-to-month,Yes,Electronic check,1
40,34.73213040010604,2824.8692810330886,Male,0,Yes,Yes,No,DSL,One year,Yes,Credit card,0
55,96.06317174255571,7278.015911582888,Male,0,Yes,No,No,No,Two year,Yes,Electronic check,0
39,76.37727805141117,4559.4026675557325,Female,1,Yes,No,No,Fiber optic,Two year,No,Credit card,0
15,113.22217856975946,6101.677554883888,Male,1,No,No,No,Fiber optic,Month-to-month,Yes,Credit card,1
4,22.242229820689168,6497.841225876775,Male,0,Yes,No,No,DSL,Month-to-month,No,Mailed check,1
25,44.5326137555467,2746.639052583555,Male,1,Yes,Yes,No,No,Two year,No,Bank transfer,0
13,78.15538792998241,3479.7481525992735,Male,0,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,0
33,47.655991220593066,6790.501703310804,Female,1,No,Yes,No,No,Two year,No,Mailed check,0
16,89.44241640712423,2917.504217076317,Male,1,No,Yes,No,DSL,Two year,Yes,Credit card,0
42,93.9005282521931,6355.190235212677,Female,0,Yes,Yes,No,DSL,Two year,No,Bank transfer,0
66,28.251596406647444,7529.000718789157,Female,1,No,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer,0
55,69.38544642067677,4992.465197828832,Male,1,No,No,Yes,No,One year,Yes,Bank transfer,0
42,68.88905555910559,5937.669008440977,Female,0,No,Yes,Yes,DSL,Two year,Yes,Mailed check,0
34,54.92807702155411,6444.286744712339,Male,0,No,No,No,No,Month-to-month,Yes,Electronic check,0
30,111.29248625696721,6763.106477493001,Male,1,Yes,No,Yes,DSL,Month-to-month,No,Electronic check,1
13,100.75063198732212,3171.3157427729457,Male,0,Yes,No,Yes,Fiber optic,Month-to-month,Yes,Electronic check,1
13,87.72093819096368,427.1849311428174,Female,1,No,No,No,No,Month-to-month,No,Electronic check,1
18,89.43266357349975,3225.776397011655,Female,1,No,Yes,No,DSL,One year,Yes,Electronic check,0
32,64.17161438131191,5395.922226136605,Female,0,No,No,No,No,Two year,Yes,Bank transfer,0
39,110.09945210965759,3612.696779302288,Male,0,No,Yes,Yes,DSL,Two year,Yes,Bank transfer,0
46,87.45954272532853,5996.2238701677015,Male,0,Yes,No,No,DSL,Month-to-month,No,Credit card,1
29,90.89810616558164,2867.433752018875,Male,0,No,No,No,DSL,Month-to-month,Yes,Bank transfer,1
62,104.16909037873452,5084.527734292364,Female,0,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,1
62,45.4071589342191,1506.0028823444252,Male,0,No,No,No,DSL,Two year,No,Credit card,0
57,98.7070903866703,5999.466843300046,Male,1,Yes,No,No,Fiber optic,One year,Yes,Bank transfer,0
16,37.52406029564921,4373.745223065573,Female,1,No,No,No,No,One year,No,Credit card,0
56,52.53419522448878,1646.8419493789659,Female,0,Yes,No,Yes,Fiber optic,One year,Yes,Credit card,0
10,51.56104542698427,2348.0349868594976,Female,1,Yes,No,No,Fiber optic,One year,Yes,Electronic check,0
30,115.85254683891405,5993.394711900186,Male,1,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,1
25,103.65372237479268,3870.123063050258,Male,1,No,No,Yes,DSL,Two year,No,Bank transfer,0
5,88.11698615902597,1742.3629572175023,Male,1,Yes,No,No,Fiber optic,Month-to-month,Yes,Electronic check,1
65,90.70567616153902,7738.7586415357155,Female,0,No,Yes,Yes,No,One year,Yes,Bank transfer,0
49,74.20727944025711,5726.1279081784,Female,1,Yes,No,Yes,DSL,Month-to-month,Yes,Electronic check,0
3,112.70906671085191,7657.850233332653,Female,1,Yes,Yes,Yes,No,One year,No,Bank transfer,0
45,67.62587528823616,3427.1524720662596,Female,0,No,No,No,No,Two year,No,Electronic check,0
14,56.05177098698945,3810.250919401313,Male,0,Yes,No,Yes,No,One year,No,Electronic check,0
30,34.303533693159096,7185.478535588823,Male,0,No,Yes,Yes,DSL,Month-to-month,No,Mailed check,0
68,96.6205652261058,4208.94383383866,Male,0,No,No,Yes,Fiber optic,Two year,No,Bank transfer,0
18,91.44439320755914,5663.500274831035,Male,1,No,No,Yes,Fiber optic,One year,No,Credit card,0
62,56.43550385241349,2030.8439081693202,Male,0,No,Yes,No,No,One year,Yes,Electronic check,0
37,20.519341395922936,3583.770673184477,Male,1,Yes,Yes,No,No,Two year,Yes,Bank transfer,0
25,101.89973277180107,1003.3768288982545,Male,1,Yes,No,Yes,DSL,Month-to-month,Yes,Electronic check,1
48,19.141798345407363,1662.1326463699081,Male,0,No,Yes,No,No,Two year,Yes,Mailed check,0
65,88.3699779629051,25.530340666231336,Female,0,Yes,No,No,No,Month-to-month,Yes,Mailed check,1
53,115.02571097260571,331.413642259606,Female,0,Yes,Yes,Yes,No,One year,No,Mailed check,0
15,61.766132814820345,7818.6794765982495,Male,0,No,No,No,Fiber optic,One year,No,Mailed check,0
49,41.497340499595275,1952.4671945816367,Female,0,Yes,Yes,No,No,Two year,No,Credit card,0
68,88.48710100433817,5312.546083260943,Male,0,No,Yes,Yes,Fiber optic,One year,Yes,Credit card,0
12,99.71281420155852,6715.693795818499,Male,1,Yes,Yes,Yes,DSL,Two year,No,Electronic check,0
59,72.64303160778474,4413.371785626256,Female,1,Yes,Yes,No,DSL,One year,Yes,Bank transfer,0
37,114.70352752561462,1240.3993996701383,Male,1,No,Yes,No,Fiber optic,One year,No,Mailed check,0
61,23.16687216579611,5829.82540281728,Male,1,Yes,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,1
43,68.47955983045281,4809.206755414872,Male,0,Yes,Yes,No,Fiber optic,Two year,No,Credit card,0
70,89.845394732255,5854.842204170748,Male,0,No,Yes,Yes,Fiber optic,Two year,Yes,Credit card,0
39,104.2640471149179,6162.1175436452695,Male,1,Yes,Yes,Yes,No,One year,No,Mailed check,0
56,35.92556119077901,7803.725554859635,Male,1,No,No,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,1
63,98.00034817636814,4596.182101173199,Male,1,Yes,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,1
46,73.27070757185453,2744.9793614963837,Female,0,No,No,Yes,Fiber optic,Two year,Yes,Electronic check,0
11,57.65536819899632,5194.044093177692,Female,0,No,Yes,No,No,Two year,Yes,Electronic check,0
62,31.171502857909356,564.2937411746418,Male,0,No,No,No,No,One year,Yes,Electronic check,0
25,104.52957589089124,7181.025394842902,Female,1,No,No,Yes,No,Two year,Yes,Bank transfer,0
71,33.72732081797153,970.8992325014867,Male,1,No,Yes,Yes,DSL,One year,No,Bank transfer,0
52,48.97878592090993,2634.841532004601,Male,0,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,1
4,47.00455319624369,6529.279628157697,Male,0,Yes,No,No,Fiber optic,Two year,No,Credit card,0
59,105.14140341908544,4785.747403835741,Male,1,No,No,No,No,Month-to-month,Yes,Mailed check,1
20,85.2702994208898,3159.998722854543,Female,1,Yes,Yes,No,No,Month-to-month,No,Bank transfer,1
63,97.66813971913723,3796.963433131421,Female,0,No,Yes,Yes,Fiber optic,One year,Yes,Electronic check,0
54,43.0467898792499,6838.997292539803,Female,1,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,0
57,80.48740996069989,2731.9150095300593,Female,0,Yes,No,Yes,DSL,One year,Yes,Mailed check,0
41,75.17459831437486,6959.543784170752,Male,0,No,Yes,Yes,No,One year,No,Credit card,0
3,101.28303767882711,721.4890280559515,Female,1,No,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,1
6,108.60870604812605,6218.4051257992905,Male,1,Yes,Yes,No,DSL,Month-to-month,Yes,Credit card,1
5,19.21567714773868,6783.1252070429055,Male,1,Yes,Yes,Yes,DSL,One year,No,Bank transfer,0
5,85.40199190587927,1469.268504947638,Female,0,No,Yes,No,Fiber optic,One year,No,Electronic check,1
54,23.183579911972902,3453.026021394904,Male,1,Yes,No,No,No,Month-to-month,No,Electronic check,1
47,72.88586650773559,1339.019201365299,Female,1,Yes,No,No,DSL,One year,Yes,Bank transfer,0
49,46.763272904367824,5658.114157631846,Female,0,No,Yes,No,DSL,One year,Yes,Bank transfer,0
9,48.67765995221412,4291.145884668144,Female,0,Yes,Yes,No,No,Two year,Yes,Mailed check,0
20,53.29585034523566,5089.150953425818,Female,1,No,No,Yes,Fiber optic,Two year,No,Bank transfer,0
61,80.12924490496101,1586.3589702444774,Female,0,No,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer,0
35,51.40499656687692,1708.1554709024126,Male,0,No,No,Yes,DSL,Two year,No,Bank transfer,0
50,91.26990505902803,349.23165222007265,Female,0,Yes,Yes,No,Fiber optic,Two year,Yes,Electronic check,0
62,58.45273855738697,2588.7430659323145,Female,1,Yes,No,No,No,One year,No,Mailed check,0
17,24.83532003099586,4485.881886765394,Male,1,No,No,No,Fiber optic,One year,Yes,Electronic check,0
3,96.37598424841073,6866.036483526678,Female,0,No,Yes,No,No,Two year,Yes,Bank transfer,0
32,46.5758324592706,5341.41488561519,Female,0,Yes,No,No,DSL,Month-to-month,No,Mailed check,0
13,61.276687959926264,3493.333453376816,Male,0,Yes,Yes,No,No,Two year,Yes,Bank transfer,0
68,86.54438832219016,7625.8047530940075,Male,1,Yes,No,Yes,DSL,Month-to-month,Yes,Electronic check,1
14,51.2456157148712,5759.01519099629,Female,0,No,Yes,No,No,One year,No,Electronic check,0
11,23.658565614671563,7442.578649248874,Male,0,No,Yes,No,No,Month-to-month,Yes,Bank transfer,1
56,55.39210470128136,4229.2072026584265,Female,1,Yes,Yes,Yes,Fiber optic,One year,No,Mailed check,0
67,112.44485826943034,2084.5739213988404,Male,0,Yes,No,No,No,Month-to-month,No,Electronic check,1
29,82.17343972985582,439.6626105632109,Female,1,Yes,Yes,Yes,DSL,One year,Yes,Bank transfer,0
9,85.1479148667207,5813.609284544094,Female,1,No,Yes,Yes,No,One year,Yes,Credit card,1
67,81.22821536376398,986.2405300801734,Female,1,No,Yes,Yes,DSL,Two year,Yes,Bank transfer,0
25,37.899213895943674,2434.751073866842,Male,0,Yes,No,No,DSL,One year,No,Bank transfer,0
42,59.833386410228016,4268.182786729269,Female,0,Yes,Yes,Yes,No,Two year,Yes,Mailed check,0
9,93.09397983633183,4523.173203657946,Male,1,No,No,Yes,Fiber optic,Two year,No,Bank transfer,0
40,28.137289755315916,4811.85507835132,Female,0,No,No,No,No,Two year,Yes,Credit card,0
25,45.78527760897123,1345.0500468513105,Female,1,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,0
5,45.63191084658536,3049.0639652864,Female,0,Yes,Yes,No,Fiber optic,Month-to-month,No,Credit card,1
11,61.2018927594506,4944.444320847628,Female,1,Yes,Yes,No,DSL,One year,Yes,Electronic check,0
59,116.0368740942185,7759.0941775068695,Female,1,No,No,Yes,No,Two year,Yes,Bank transfer,0
